Scenario 1 - Mean,Scenario 1 - Std Dev,Scenario 2 - Mean,Scenario 2 - Std Dev,Scenario 3 - Mean,Scenario 3 - Std Dev,Scenario 4 - Mean,Scenario 4 - Std Dev,Scenario 5 - Mean,Scenario 5 - Std Dev,Scenario 6 - Mean,Scenario 6 - Std Dev,Scenario 7 - Mean,Scenario 7 - Std Dev,Scenario 8 - Mean,Scenario 8 - Std Dev,Scenario 9 - Mean,Scenario 9 - Std Dev,Scenario 10 - Mean,Scenario 10 - Std Dev,Scenario 11 - Mean,Scenario 11 - Std Dev,Scenario 12 - Mean,Scenario 12 - Std Dev,Scenario 13 - Mean,Scenario 13 - Std Dev,Scenario 14 - Mean,Scenario 14 - Std Dev,Scenario 15 - Mean,Scenario 15 - Std Dev,Scenario 16 - Mean,Scenario 16 - Std Dev,Scenario 17 - Mean,Scenario 17 - Std Dev,Scenario 18 - Mean,Scenario 18 - Std Dev,Scenario 19 - Mean,Scenario 19 - Std Dev,Scenario 20 - Mean,Scenario 20 - Std Dev
64.40208333333332,12.708698457869538,63.973749999999995,10.937267259428502,59.682500000000005,11.389560735603457,69.58541666666666,11.45426775601081,64.84416666666667,12.360986987516632,82.835,15.91659406615205,76.32416666666667,12.331377294212606,66.61833333333333,12.958100319448405,43.35666666666666,20.75701360718562,34.02166666666667,20.139516434667,60.385416666666664,7.162088835881299,86.445,18.257225053842838,63.94666666666666,8.887153024950615,54.24125,5.266795604302487,49.55583333333333,6.981900956918697,43.291666666666664,10.341187337803893,59.209583333333335,13.315297430388936,68.18583333333333,12.797373726884572,72.72416666666668,20.86027462999682,91.34291666666665,28.939513713831744
64.40208333333332,12.708698457869538,63.973749999999995,10.937267259428502,59.682500000000005,11.389560735603457,69.58541666666666,11.45426775601081,64.84416666666667,12.360986987516632,82.835,15.91659406615205,76.32416666666667,12.331377294212606,66.61833333333333,12.958100319448405,43.35666666666666,20.75701360718562,34.02166666666667,20.139516434667,60.385416666666664,7.162088835881299,86.445,18.257225053842838,63.94666666666666,8.887153024950615,54.24125,5.266795604302487,49.55583333333333,6.981900956918697,43.291666666666664,10.341187337803893,59.209583333333335,13.315297430388936,68.18583333333333,12.797373726884572,72.72416666666668,20.86027462999682,91.34291666666665,28.939513713831744
70.84229166666667,12.708698457869538,70.371125,10.937267259428502,65.65075000000002,11.389560735603457,76.54395833333334,11.45426775601081,71.32858333333334,12.360986987516632,91.1185,15.91659406615205,83.95658333333334,12.331377294212606,73.28016666666666,12.958100319448405,47.69233333333333,20.75701360718562,37.42383333333334,20.139516434667,66.42395833333333,7.162088835881299,95.0895,18.257225053842838,70.34133333333332,8.887153024950615,59.665375000000004,5.266795604302487,54.51141666666667,6.981900956918697,47.62083333333334,10.341187337803893,65.13054166666667,13.315297430388936,75.00441666666667,12.797373726884572,79.99658333333335,20.86027462999682,100.47720833333332,28.939513713831744
64.40208333333332,12.708698457869538,63.973749999999995,10.937267259428502,59.682500000000005,11.389560735603457,69.58541666666666,11.45426775601081,64.84416666666667,12.360986987516632,82.835,15.91659406615205,76.32416666666667,12.331377294212606,66.61833333333333,12.958100319448405,43.35666666666666,20.75701360718562,34.02166666666667,20.139516434667,60.385416666666664,7.162088835881299,86.445,18.257225053842838,63.94666666666666,8.887153024950615,54.24125,5.266795604302487,49.55583333333333,6.981900956918697,43.291666666666664,10.341187337803893,59.209583333333335,13.315297430388936,68.18583333333333,12.797373726884572,72.72416666666668,20.86027462999682,91.34291666666665,28.939513713831744
61.18197916666665,12.708698457869538,60.77506249999999,10.937267259428502,56.698375,11.389560735603457,66.10614583333333,11.45426775601081,61.60195833333333,12.360986987516632,78.69324999999999,15.91659406615205,72.50795833333333,12.331377294212606,63.28741666666666,12.958100319448405,41.18883333333333,20.75701360718562,32.32058333333333,20.139516434667,57.36614583333333,7.162088835881299,82.12275,18.257225053842838,60.749333333333325,8.887153024950615,51.5291875,5.266795604302487,47.078041666666664,6.981900956918697,41.12708333333333,10.341187337803893,56.24910416666666,13.315297430388936,64.77654166666666,12.797373726884572,69.08795833333333,20.86027462999682,86.77577083333331,28.939513713831744
64.40208333333332,12.708698457869538,63.973749999999995,10.937267259428502,59.682500000000005,11.389560735603457,69.58541666666666,11.45426775601081,64.84416666666667,12.360986987516632,82.835,15.91659406615205,76.32416666666667,12.331377294212606,66.61833333333333,12.958100319448405,43.35666666666666,20.75701360718562,34.02166666666667,20.139516434667,60.385416666666664,7.162088835881299,86.445,18.257225053842838,63.94666666666666,8.887153024950615,54.24125,5.266795604302487,49.55583333333333,6.981900956918697,43.291666666666664,10.341187337803893,59.209583333333335,13.315297430388936,68.18583333333333,12.797373726884572,72.72416666666668,20.86027462999682,91.34291666666665,28.939513713831744
64.40208333333332,12.708698457869538,63.973749999999995,10.937267259428502,59.682500000000005,11.389560735603457,69.58541666666666,11.45426775601081,64.84416666666667,12.360986987516632,82.835,15.91659406615205,76.32416666666667,12.331377294212606,66.61833333333333,12.958100319448405,43.35666666666666,20.75701360718562,34.02166666666667,20.139516434667,60.385416666666664,7.162088835881299,86.445,18.257225053842838,63.94666666666666,8.887153024950615,54.24125,5.266795604302487,49.55583333333333,6.981900956918697,43.291666666666664,10.341187337803893,59.209583333333335,13.315297430388936,68.18583333333333,12.797373726884572,72.72416666666668,20.86027462999682,91.34291666666665,28.939513713831744
64.40208333333332,12.708698457869538,63.973749999999995,10.937267259428502,59.682500000000005,11.389560735603457,69.58541666666666,11.45426775601081,64.84416666666667,12.360986987516632,82.835,15.91659406615205,76.32416666666667,12.331377294212606,66.61833333333333,12.958100319448405,43.35666666666666,20.75701360718562,34.02166666666667,20.139516434667,60.385416666666664,7.162088835881299,86.445,18.257225053842838,63.94666666666666,8.887153024950615,54.24125,5.266795604302487,49.55583333333333,6.981900956918697,43.291666666666664,10.341187337803893,59.209583333333335,13.315297430388936,68.18583333333333,12.797373726884572,72.72416666666668,20.86027462999682,91.34291666666665,28.939513713831744
67.6221875,12.708698457869538,67.1724375,10.937267259428502,62.66662500000001,11.389560735603457,73.06468749999999,11.45426775601081,68.086375,12.360986987516632,86.97675,15.91659406615205,80.140375,12.331377294212606,69.94924999999999,12.958100319448405,45.524499999999996,20.75701360718562,35.722750000000005,20.139516434667,63.4046875,7.162088835881299,90.76724999999999,18.257225053842838,67.14399999999999,8.887153024950615,56.9533125,5.266795604302487,52.033625,6.981900956918697,45.45625,10.341187337803893,62.17006250000001,13.315297430388936,71.59512500000001,12.797373726884572,76.36037500000002,20.86027462999682,95.9100625,28.939513713831744
80.50260416666666,12.708698457869538,79.9671875,10.937267259428502,74.603125,11.389560735603457,86.98177083333333,11.45426775601081,81.05520833333333,12.360986987516632,103.54374999999999,15.91659406615205,95.40520833333333,12.331377294212606,83.27291666666666,12.958100319448405,54.195833333333326,20.75701360718562,42.52708333333334,20.139516434667,75.48177083333333,7.162088835881299,108.05624999999999,18.257225053842838,79.93333333333332,8.887153024950615,67.8015625,5.266795604302487,61.94479166666667,6.981900956918697,54.11458333333333,10.341187337803893,74.01197916666666,13.315297430388936,85.23229166666667,12.797373726884572,90.90520833333335,20.86027462999682,114.17864583333332,28.939513713831744
